PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
2009,"Adamczyk, Amy; Pitt, Cassady",Shaping attitudes about homosexuality: The role of religion and cultural context,SOCIAL SCIENCE RESEARCH,38,2,10.1016/j.ssresearch.2009.01.002,261,21.75
2005,"Mayda, AM; Rodrik, D",Why are some people (and countries) more protectionist than others?,EUROPEAN ECONOMIC REVIEW,49,6,10.1016/j.euroecorev.2004.01.002,347,21.6875
1995,"SCHWARTZ, SH; SAGIV, L",IDENTIFYING CULTURE-SPECIFICS IN THE CONTENT AND STRUCTURE OF VALUES,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,26,1,10.1177/0022022195261007,561,21.576923076923077
2007,"Wang, Qian; Pomerantz, Eva M.; Chen, Huichang",The role of parents' control in early adolescents' psychological functioning: A longitudinal investigation in the united states and china,CHILD DEVELOPMENT,78,5,10.1111/j.1467-8624.2007.01085.x,299,21.357142857142858
2006,"Schouten, Barbara C.; Meeuwesen, Ludwien",Cultural differences in medical communication: A review of the literature,PATIENT EDUCATION AND COUNSELING,64,44256,10.1016/j.pec.2005.11.014,319,21.266666666666666
1992,"STEINBERG, L; DORNBUSCH, SM; BROWN, BB",ETHNIC-DIFFERENCES IN ADOLESCENT ACHIEVEMENT - AN ECOLOGICAL PERSPECTIVE,AMERICAN PSYCHOLOGIST,47,6,10.1037/0003-066X.47.6.723,613,21.137931034482758
1994,"FINKELHOR, D",THE INTERNATIONAL EPIDEMIOLOGY OF CHILD SEXUAL ABUSE,CHILD ABUSE & NEGLECT,18,5,10.1016/0145-2134(94)90026-4,569,21.074074074074073
2011,"Craig, Lyn; Mullan, Killian",How Mothers and Fathers Share Childcare: A Cross-National Time-Use Comparison,AMERICAN SOCIOLOGICAL REVIEW,76,6,10.1177/0003122411427673,210,21
2005,"Johnson, T; Kulesa, P; Cho, YI; Shavitt, S",The relation between culture and response styles - Evidence from 19 countries,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,36,2,10.1177/0022022104272905,330,20.625
2011,"Ekelund, Ulf; Tomkinson, Grant R.; Armstrong, Neil","What proportion of youth are physically active? Measurement issues, levels and recent time trends",BRITISH JOURNAL OF SPORTS MEDICINE,45,11,10.1136/bjsports-2011-090190,206,20.6
2018,"Beugelsdijk, Sjoerd; Ambos, Bjoern; Nell, Phillip C.",Conceptualizing and measuring distance in international business research: Recurring questions and best practice guidelines,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,49,9,10.1057/s41267-018-0182-4,61,20.333333333333332
2004,"Anand, S; Barnighausen, T",Human resources and health outcomes: cross-country econometric study,LANCET,364,9445,10.1016/S0140-6736(04)17313-3,344,20.235294117647058
2008,"Ravens-Sieberer, Ulrike; Gosch, Angela; Rajmil, Luis; Erhart, Michael; Bruil, Jeanet; Power, Mick; Duer, Wolfgang; Auquier, Pascal; Cloetta, Bernhard; Czemy, Ladislav; Mazur, Joanna; Czimbalmos, Agnes; Tountas, Yannis; Hagquist, Curt; Kilroe, Jean",The KIDSCREEN-52 quality of life measure for children and adolescents: Psychometric results from a cross-cultural survey in 13 European countries,VALUE IN HEALTH,11,4,10.1111/j.1524-4733.2007.00291.x,263,20.23076923076923
2013,"Boer, Diana; Fischer, Ronald",How and When Do Personal Values Guide Our Attitudes and Sociality? Explaining Cross-Cultural Variability in Attitude-Value Linkages,PSYCHOLOGICAL BULLETIN,139,5,10.1037/a0031347,161,20.125
2011,"Hinton, Devon E.; Lewis-Fernandez, Roberto",THE CROSS-CULTURAL VALIDITY OF POSTTRAUMATIC STRESS DISORDER: IMPLICATIONS FOR DSM-5,DEPRESSION AND ANXIETY,28,9,10.1002/da.20753,201,20.1
2009,"Janoff-Bulman, Ronnie; Sheikh, Sana; Hepp, Sebastian",Proscriptive Versus Prescriptive Morality: Two Faces of Moral Regulation,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,96,3,10.1037/a0013779,240,20
2017,"Sagiv, Lilach; Roccas, Sonia; Cieciuch, Jan; Schwartz, Shalom H.",Personal values in human life,NATURE HUMAN BEHAVIOUR,1,9,10.1038/s41562-017-0185-3,80,20
2017,"Kirkman, Bradley L.; Lowe, Kevin B.; Gibson, Cristina B.",A retrospective on Culture's Consequences: The 35-year journey,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,48,1,10.1057/s41267-016-0037-9,80,20
2018,"Tam, Kim-Pong; Chan, Hoi-Wing",Generalized trust narrows the gap between environmental concern and pro-environmental behavior: Multilevel evidence,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,48,NA,10.1016/j.gloenvcha.2017.12.001,60,20
2017,"Hegetschweiler, K. Tessa; de Vries, Sjerp; Arnberger, Arne; Bell, Simon; Brennan, Michael; Siter, Nathan; Olafsson, Anton Stahl; Voigt, Annette; Hunziker, Marcel",Linking demand and supply factors in identifying cultural ecosystem services of urban green infrastructures: A review of European studies,URBAN FORESTRY & URBAN GREENING,21,NA,10.1016/j.ufug.2016.11.002,79,19.75
2008,"Kuppens, Peter; Realo, Anu; Diener, Ed",The role of positive and negative emotions in life satisfaction judgment across nations,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,95,1,10.1037/0022-3514.95.1.66,255,19.615384615384617
2002,"Manly, JJ; Jacobs, DM; Touradji, P; Small, SA; Stern, Y",Reading level attenuates differences in neuropsychological test performance between African American and White elders,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,8,3,10.1017/S1355617702813157,371,19.526315789473685
2001,"Eid, M; Diener, E",Norms for experiencing emotions in different cultures: Inter- and intranational differences,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,81,5,10.1037/0022-3514.81.5.869,390,19.5
2017,"Ollier-Malaterre, Ariane; Foucreault, Annie",Cross-National Work-Life Research: Cultural and Structural Impacts for Individuals and Organizations,JOURNAL OF MANAGEMENT,43,1,10.1177/0149206316655873,78,19.5
2016,"Estrin, Saul; Meyer, Klaus E.; Nielsen, Bo B.; Nielsen, Sabina",Home country institutions and the internationalization of state owned enterprises: A cross-country analysis,JOURNAL OF WORLD BUSINESS,51,2,10.1016/j.jwb.2015.11.002,97,19.4
2005,"Fenner, JN",Cross-cultural estimation of the human generation interval for use in genetics-based population divergence studies,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,128,2,10.1002/ajpa.20188,310,19.375
2012,"Lyons, Kevin; Hanley, Joanne; Wearing, Stephen; Neil, John",GAP YEAR VOLUNTEER TOURISM Myths of Global Citizenship?,ANNALS OF TOURISM RESEARCH,39,1,10.1016/j.annals.2011.04.016,174,19.333333333333332
2010,"Gershoff, Elizabeth T.; Grogan-Kaylor, Andrew; Lansford, Jennifer E.; Chang, Lei; Zelli, Arnaldo; Deater-Deckard, Kirby; Dodge, Kenneth A.",Parent Discipline Practices in an International Sample: Associations With Child Behaviors and Moderation by Perceived Normativeness,CHILD DEVELOPMENT,81,2,10.1111/j.1467-8624.2009.01409.x,210,19.09090909090909
2002,"Tsuchiya, A; Ikeda, S; Ikegami, N; Nishimura, S; Sakai, I; Fukuda, T; Hamashima, C; Hisashige, A; Tamura, M",Estimating an EQ-5D population value set: the case of Japan,HEALTH ECONOMICS,11,4,10.1002/hec.673,361,19
2018,"Bahat, G.; Yilmaz, O.; Kilic, C.; Oren, M. M.; Karan, M. A.","PERFORMANCE OF SARC-F IN REGARD TO SARCOPENIA DEFINITIONS, MUSCLE MASS AND FUNCTIONAL MEASURES",JOURNAL OF NUTRITION HEALTH & AGING,22,8,10.1007/s12603-018-1067-8,57,19
2009,"Uchida, Yukiko; Kitayama, Shinobu",Happiness and Unhappiness in East and West: Themes and Variations,EMOTION,9,4,10.1037/a0015634,227,18.916666666666668
2000,"Bazerman, MH; Curhan, JR; Moore, DA; Valley, KL",Negotiation,ANNUAL REVIEW OF PSYCHOLOGY,51,NA,10.1146/annurev.psych.51.1.279,397,18.904761904761905
2017,"Tam, Kim-Pong; Chan, Hoi-Wing",Environmental concern has a weaker association with pro-environmental behavior in some societies than others: A cross-cultural psychology perspective,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,53,NA,10.1016/j.jenvp.2017.09.001,75,18.75
2015,"Havranek, Tomas; Horvath, Roman; Irsova, Zuzana; Rusnak, Marek",Cross-country heterogeneity in intertemporal substitution,JOURNAL OF INTERNATIONAL ECONOMICS,96,1,10.1016/j.jinteco.2015.01.012,112,18.666666666666668
2010,"Collimore, Kelsey C.; Carleton, R. Nicholas; Hofmann, Stefan G.; Asmundson, Gordon J. G.",POSTTRAUMATIC STRESS AND SOCIAL ANXIETY: THE INTERACTION OF TRAUMATIC EVENTS AND INTERPERSONAL FEARS,DEPRESSION AND ANXIETY,27,11,10.1002/da.20728,204,18.545454545454547
2016,"Abele, Andrea E.; Hauke, Nicole; Peters, Kim; Louvet, Eva; Szymkow, Aleksandra; Duan, Yanping",Facets of the Fundamental Content Dimensions: Agency with Competence and Assertiveness-Communion with Warmth and Morality,FRONTIERS IN PSYCHOLOGY,7,NA,10.3389/fpsyg.2016.01810,92,18.4
2008,"Boelte, Sven; Poustka, Fritz; Constantino, John N.",Assessing Autistic Traits: Cross-Cultural Validation of the Social Responsiveness Scale (SRS),AUTISM RESEARCH,1,6,10.1002/aur.49,239,18.384615384615383
2013,"Fossati, Andrea; Krueger, Robert F.; Markon, Kristian E.; Borroni, Serena; Maffei, Cesare",Reliability and Validity of the Personality Inventory for DSM-5 (PID-5): Predicting DSM-IV Personality Disorders and Psychopathy in Community-Dwelling Italian Adults,ASSESSMENT,20,6,10.1177/1073191113504984,147,18.375
2002,"Asukai, N; Kato, H; Kawamura, N; Kim, Y; Yamamoto, K; Kishimoto, J; Miyake, Y; Nishizono-Maher, A",Reliability and validity of the Japanese-language version of the Impact of Event Scale-Revised (IES-R-J): Four studies of different traumatic events,JOURNAL OF NERVOUS AND MENTAL DISEASE,190,3,10.1097/00005053-200203000-00006,346,18.210526315789473
2010,"Chiu, Chi-Yue; Gelfand, Michele J.; Yamagishi, Toshio; Shteynberg, Garriy; Wan, Ching",Intersubjective Culture: The Role of Intersubjective Perceptions in Cross-Cultural Research,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,5,4,10.1177/1745691610375562,200,18.181818181818183
2009,"Zou, Xi; Tam, Kim-Pong; Morris, Michael W.; Lee, Sau-lai; Lau, Ivy Yee-Man; Chiu, Chi-yue",Culture as Common Sense: Perceived Consensus Versus Personal Beliefs as Mechanisms of Cultural Influence,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,97,4,10.1037/a0016399,217,18.083333333333332
1996,"Doty, RL; Marcus, A; Lee, WW",Development of the 12-item cross-cultural smell identification test (CC-SIT),LARYNGOSCOPE,106,3,10.1097/00005537-199603000-00021,451,18.04
2001,"Kagawa-Singer, M; Blackhall, LJ","Negotiating cross-cultural issues at the end of life - ""You got to go where he lives""",JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,286,23,10.1001/jama.286.23.2993,357,17.85
1995,"CHEN, C; LEE, SY; STEVENSON, HW",RESPONSE STYLE AND CROSS-CULTURAL COMPARISONS OF RATING-SCALES AMONG EAST-ASIAN AND NORTH-AMERICAN STUDENTS,PSYCHOLOGICAL SCIENCE,6,3,10.1111/j.1467-9280.1995.tb00327.x,464,17.846153846153847
2018,"Miska, Christof; Szocs, Ilona; Schiffinger, Michael",Culture's effects on corporate sustainability practices: A multi-domain and multi-level view,JOURNAL OF WORLD BUSINESS,53,2,10.1016/j.jwb.2017.12.001,53,17.666666666666668
2008,"Tung, Rosalie L.",The cross-cultural research imperative: the need to balance cross-national and intra-national diversity,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,39,1,10.1057/palgrave.jibs.8400331,229,17.615384615384617
2011,"Fischer, Ronald; Schwartz, Shalom","Whence Differences in Value Priorities? Individual, Cultural, or Artifactual Sources",JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,42,7,10.1177/0022022110381429,176,17.6
2004,"Egri, CP; Ralston, DA",Generation cohorts and personal values: A comparison of China and the United States,ORGANIZATION SCIENCE,15,2,10.1287/orsc.1030.0048,298,17.529411764705884
2003,"Bech-Larsen, T; Grunert, KG","The perceived healthiness of functional foods - A conjoint study of Danish, Finnish and American consumers' perception of functional foods",APPETITE,40,1,10.1016/S0195-6663(02)00171-X,309,17.166666666666668
2006,"Griffiths, Kathleen M.; Nakane, Yoshibumi; Christensen, Helen; Yoshioka, Kumiko; Jorm, Anthony F.; Nakane, Hideyuki",Stigma in response to mental disorders: a comparison of Australia and Japan,BMC PSYCHIATRY,6,NA,10.1186/1471-244X-6-21,256,17.066666666666666
2009,"Taras, Vas; Rowney, Julie; Steel, Piers","Half a century of measuring culture: Review of approaches, challenges, and limitations based on the analysis of 121 instruments for quantifying culture",JOURNAL OF INTERNATIONAL MANAGEMENT,15,4,10.1016/j.intman.2008.08.005,204,17
2019,"Torrico, Damir Dennis; Fuentes, Sigfredo; Viejo, Claudia Gonzalez; Ashman, Hollis; Dunshea, Frank R.",Cross-cultural effects of food product familiarity on sensory acceptability and non-invasive physiological responses of consumers,FOOD RESEARCH INTERNATIONAL,115,NA,10.1016/j.foodres.2018.10.054,34,17
2015,"Thogersen, John; de Barcellos, Marcia Dutra; Perin, Marcelo Gattermann; Zhou, Yanfeng",Consumer buying motives and attitudes towards organic food in two emerging markets China and Brazil,INTERNATIONAL MARKETING REVIEW,32,44289,10.1108/IMR-06-2013-0123,101,16.833333333333332
2011,"Neuhauser, Hannelore K.; Thamm, Michael; Ellert, Ute; Hense, Hans Werner; Rosario, Angelika Schaffrath",Blood Pressure Percentiles by Age and Height From Nonoverweight Children and Adolescents in Germany,PEDIATRICS,127,4,10.1542/peds.2010-1290,168,16.8
1995,"KASHIMA, Y; KIM, U; GELFAND, MJ; YAMAGUCHI, S; CHOI, SC; YUKI, M","CULTURE, GENDER, AND SELF - A PERSPECTIVE FROM INDIVIDUALISM-COLLECTIVISM RESEARCH",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,69,5,10.1037/0022-3514.69.5.925,436,16.76923076923077
2013,"Cho, Yoon-Na; Thyroff, Anastasia; Rapert, Molly I.; Park, Seong-Yeon; Lee, Hyun Ju",To be or not to be green: Exploring individualism and collectivism as antecedents of environmental behavior,JOURNAL OF BUSINESS RESEARCH,66,8,10.1016/j.jbusres.2012.08.020,134,16.75
2003,"Betancourt, JR",Cross-cultural medical education: Conceptual approaches and frameworks for evaluation,ACADEMIC MEDICINE,78,6,10.1097/00001888-200306000-00004,297,16.5
2011,"Cho, Yong Won; Lee, Joo Hwa; Son, Hyo Kyung; Lee, Seung Hoon; Shin, Chol; Johns, Murray W.",The reliability and validity of the Korean version of the Epworth sleepiness scale,SLEEP AND BREATHING,15,3,10.1007/s11325-010-0343-6,165,16.5
2017,"Varnum, Michael E. W.; Grossmann, Igor",Cultural Change: The How and the Why,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,12,6,10.1177/1745691617699971,66,16.5
2016,"Taras, Vas; Steel, Piers; Kirkman, Bradley L.",Does Country Equate with Culture? Beyond Geography in the Search for Cultural Boundaries,MANAGEMENT INTERNATIONAL REVIEW,56,4,10.1007/s11575-016-0283-x,82,16.4
2005,"Jenni, OG; O'Connor, BB",Children's sleep: An interplay between culture and biology,PEDIATRICS,115,1,10.1542/peds.2004-0815B,262,16.375
2010,"Saroglou, Vassilis",Religiousness as a Cultural Adaptation of Basic Traits: A Five-Factor Model Perspective,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,14,1,10.1177/1088868309352322,177,16.09090909090909
1999,"Oishi, S; Diener, EF; Lucas, RE; Suh, EM",Cross-cultural variations in predictors of life satisfaction: Perspectives from needs and values,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,25,8,10.1177/01461672992511006,352,16
2014,"Malka, Ariel; Soto, Christopher J.; Inzlicht, Michael; Lelkes, Yphtach",Do Needs for Security and Certainty Predict Cultural and Economic Conservatism? A Cross-National Analysis,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,106,6,10.1037/a0036170,112,16
2006,"Ravens-Sieberer, Ulrike; Erhart, Michael; Wille, Nora; Wetzel, Ralf; Nickel, Jennifer; Bullinger, Monika",Generic health-related quality-of-life assessment in children and adolescents - Methodological considerations,PHARMACOECONOMICS,24,12,10.2165/00019053-200624120-00005,239,15.933333333333334
2005,"de Oliveira, BH; Nadanovsky, P",Psychometric properties of the Brazilian version of the Oral Health Impact Profile-short form,COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY,33,4,NA,253,15.8125
2016,"Eom, Kimin; Kim, Heejung S.; Sherman, David K.; Ishii, Keiko",Cultural Variability in the Link Between Environmental Concern and Support for Environmental Action,PSYCHOLOGICAL SCIENCE,27,10,10.1177/0956797616660078,79,15.8
2006,"Bohannon, Richard W.",Reference values for the five-repetition sit-to-stand test: A descriptive meta-analysis of data from elders,PERCEPTUAL AND MOTOR SKILLS,103,1,10.2466/PMS.103.1.215-222,235,15.666666666666666
2015,"Minton, Elizabeth A.; Kahle, Lynn R.; Kim, Chung-Hyun",Religion and motives for sustainable behaviors: A cross-cultural comparison and contrast,JOURNAL OF BUSINESS RESEARCH,68,9,10.1016/j.jbusres.2015.01.003,94,15.666666666666666
2015,"Casaletto, Kaitlin B.; Umlauf, Anya; Beaumont, Jennifer; Gershon, Richard; Slotkin, Jerry; Akshoomoff, Natacha; Heaton, Robert K.",Demographically Corrected Normative Standards for the English Version of the NIH Toolbox Cognition Battery,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,21,5,10.1017/S1355617715000351,94,15.666666666666666
2018,"Cordaro, Daniel T.; Sun, Rui; Keltner, Dacher; Kamble, Shanmukh; Huddar, Niranjan; McNeil, Galen",Universals and Cultural Variations in 22 Emotional Expressions Across Five Cultures,EMOTION,18,1,10.1037/emo0000302,47,15.666666666666666
2010,"Saglam, Melda; Arikan, Hulya; Savci, Sema; Inal-Ince, Deniz; Bosnak-Guclu, Meral; Karabulut, Erdem; Tokgozoglu, Lale",INTERNATIONAL PHYSICAL ACTIVITY QUESTIONNAIRE: RELIABILITY AND VALIDITY OF THE TURKISH VERSION,PERCEPTUAL AND MOTOR SKILLS,111,1,10.2466/06.08.PMS.111.4.278-284,172,15.636363636363637
2008,"Larsen, Christian Albrekt",The institutional logic of welfare attitudes - How welfare regimes influence public support,COMPARATIVE POLITICAL STUDIES,41,2,10.1177/0010414006295234,203,15.615384615384615
2017,"Schmitt, David P.; Long, Audrey E.; McPhearson, Allante; O'Brien, Kirby; Remmert, Brooke; Shah, Seema H.",Personality and gender differences in global perspective,INTERNATIONAL JOURNAL OF PSYCHOLOGY,52,NA,10.1002/ijop.12265,62,15.5
2017,"Sortheix, Florencia M.; Schwartz, Shalom H.",Values that Underlie and Undermine Well-Being: Variability Across Countries,EUROPEAN JOURNAL OF PERSONALITY,31,2,10.1002/per.2096,62,15.5
2017,"Ziegler, Andreas","Political orientation, environmental values, and climate change beliefs and attitudes: An empirical cross country analysis",ENERGY ECONOMICS,63,NA,10.1016/j.eneco.2017.01.022,62,15.5
2009,"Papathanasiou, George; Georgoudis, George; Papandreou, Maria; Spyropoulos, Panagiotis; Georgakopoulos, Dimitris; Kalfakakou, Vasiliki; Evangelou, Angelos",Reliability measures of the short International Physical Activity Questionnaire (IPAQ) in Greek young adults.,Hellenic journal of cardiology : HJC = Hellenike kardiologike epitheorese,50,4,NA,185,15.416666666666666
2015,"Leung, Kwok; Morris, Michael W.","Values, schemas, and norms in the culture- behavior nexus: A situated dynamics framework",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,46,9,10.1057/jibs.2014.66,92,15.333333333333334
2014,"Daniels, Michael A.; Greguras, Gary J.","Exploring the Nature of Power Distance: Implications for Micro- and Macro-Level Theories, Processes, and Outcomes",JOURNAL OF MANAGEMENT,40,5,10.1177/0149206314527131,107,15.285714285714286
2017,"van der Meer, Tom; Hakhverdian, Armen",Political Trust as the Evaluation of Process and Performance: A Cross-National Study of 42 European Countries,POLITICAL STUDIES,65,1,10.1177/0032321715607514,61,15.25
2000,"Rothbaum, F; Weisz, J; Pott, M; Miyake, K; Morelli, G",Attachment and culture - Security in the United States and Japan,AMERICAN PSYCHOLOGIST,55,10,10.1037//0003-066X.55.10.1093,320,15.238095238095237
2006,"Resick, CJ; Hanges, PJ; Dickson, MW; Mitchelson, JK",A cross-cultural examination of the endorsement of ethical leadership,JOURNAL OF BUSINESS ETHICS,63,4,10.1007/s10551-005-3242-1,228,15.2
